topology,nodes,k,method,objective,pct_above_best,time_sec
Uninett,69,1,Random,7528.19,5.35,0.001
Uninett,69,3,Greedy,2001.29,67.47,0.0
Uninett,69,3,LocalSearch,1195.02,0.0,0.001
Uninett,69,3,Betweenness,2380.41,99.19,0.001
Uninett,69,3,HighDegree,2380.41,99.19,0.0
Uninett,69,3,Random,1609.54,34.69,0.0
Uninett,69,5,Greedy,887.24,95.26,0.0
Uninett,69,5,LocalSearch,454.38,0.0,0.001
Uninett,69,5,Betweenness,2380.41,423.88,0.001
Uninett,69,5,HighDegree,2130.18,368.81,0.0
Uninett,69,5,Random,712.99,56.91,0.0
Columbus Networks,70,1,Greedy,21528.31,0.0,0.0
Columbus Networks,70,1,LocalSearch,21528.31,0.0,0.0
Columbus Networks,70,1,Betweenness,24774.11,15.08,0.0
Columbus Networks,70,1,HighDegree,24774.11,15.08,0.0
Columbus Networks,70,1,Random,24062.83,11.77,0.0
Columbus Networks,70,3,Greedy,6138.31,39.14,0.0
Columbus Networks,70,3,LocalSearch,4411.57,0.0,0.001
Columbus Networks,70,3,Betweenness,9637.74,118.47,0.001
Columbus Networks,70,3,HighDegree,6615.84,49.97,0.0
Columbus Networks,70,3,Random,5260.12,19.23,0.0
Columbus Networks,70,5,Greedy,1897.83,155.72,0.0
Columbus Networks,70,5,LocalSearch,742.14,0.0,0.001
Columbus Networks,70,5,Betweenness,9613.23,1195.33,0.001
Columbus Networks,70,5,HighDegree,5655.34,662.03,0.0
Columbus Networks,70,5,Random,3165.46,326.53,0.0
Intellifiber,73,1,Greedy,8187.22,0.0,0.0
Intellifiber,73,1,LocalSearch,8187.22,0.0,0.0
Intellifiber,73,1,Betweenness,9990.02,22.02,0.001
Intellifiber,73,1,HighDegree,9990.02,22.02,0.0
Intellifiber,73,1,Random,8187.22,0.0,0.0
Intellifiber,73,3,Greedy,1651.74,59.14,0.0
Intellifiber,73,3,LocalSearch,1037.91,0.0,0.0
Intellifiber,73,3,Betweenness,2842.21,173.84,0.001
Intellifiber,73,3,HighDegree,2876.39,177.13,0.0
Intellifiber,73,3,Random,1604.21,54.56,0.0
Intellifiber,73,5,Greedy,475.22,15.6,0.0
Intellifiber,73,5,LocalSearch,411.09,0.0,0.002
Intellifiber,73,5,Betweenness,1972.34,379.79,0.001
Intellifiber,73,5,HighDegree,2341.06,469.48,0.0
Intellifiber,73,5,Random,803.85,95.54,0.0
Tecove (level3),73,1,Greedy,0.0,0.0,0.0
Tecove (level3),73,1,LocalSearch,0.0,0.0,0.0
Tecove (level3),73,1,Betweenness,14132.78,0.0,0.002
Tecove (level3),73,1,HighDegree,14132.78,0.0,0.0
Tecove (level3),73,1,Random,0.0,0.0,0.0
Tecove (level3),73,3,Greedy,0.0,0.0,0.0
Tecove (level3),73,3,LocalSearch,0.0,0.0,0.0
Tecove (level3),73,3,Betweenness,1281.63,0.0,0.001
Tecove (level3),73,3,HighDegree,1281.63,0.0,0.0
Tecove (level3),73,3,Random,0.0,0.0,0.0
Tecove (level3),73,5,Greedy,0.0,0.0,0.0
Tecove (level3),73,5,LocalSearch,0.0,0.0,0.001
Tecove (level3),73,5,Betweenness,1098.15,0.0,0.001
Tecove (level3),73,5,HighDegree,690.53,0.0,0.0
Tecove (level3),73,5,Random,0.0,0.0,0.0
Sinet,74,1,Greedy,5591.71,0.0,0.0
Sinet,74,1,LocalSearch,5591.71,0.0,0.0
Sinet,74,1,Betweenness,7178.99,28.39,0.001
Sinet,74,1,HighDegree,7178.99,28.39,0.0
Sinet,74,1,Random,5591.71,0.0,0.0
Sinet,74,3,Greedy,874.48,10.3,0.0
Sinet,74,3,LocalSearch,792.8,0.0,0.0
Sinet,74,3,Betweenness,3626.99,357.49,0.002
Sinet,74,3,HighDegree,1980.37,149.79,0.0
Sinet,74,3,Random,962.85,21.45,0.0
Sinet,74,5,Greedy,497.17,0.0,0.0
Sinet,74,5,LocalSearch,497.17,0.0,0.003
Sinet,74,5,Betweenness,1806.52,263.36,0.001
Sinet,74,5,HighDegree,703.92,41.59,0.0
Sinet,74,5,Random,706.49,42.1,0.0
SWITCH,74,1,Greedy,2440.0,0.0,0.0
SWITCH,74,1,LocalSearch,2440.0,0.0,0.0
SWITCH,74,1,Betweenness,2895.99,18.69,0.001
SWITCH,74,1,HighDegree,5773.76,136.63,0.0
SWITCH,74,1,Random,2459.18,0.79,0.0
SWITCH,74,3,Greedy,686.66,25.52,0.0
SWITCH,74,3,LocalSearch,547.07,0.0,0.001
SWITCH,74,3,Betweenness,1552.46,183.78,0.001
SWITCH,74,3,HighDegree,1450.15,165.07,0.0
SWITCH,74,3,Random,686.66,25.52,0.0
SWITCH,74,5,Greedy,210.62,8.96,0.0
SWITCH,74,5,LocalSearch,193.31,0.0,0.003
SWITCH,74,5,Betweenness,1432.61,641.1,0.002
SWITCH,74,5,HighDegree,539.76,179.22,0.0
SWITCH,74,5,Random,239.07,23.67,0.0
Syringa Networks,74,1,Greedy,6853.54,0.0,0.0
Syringa Networks,74,1,LocalSearch,6853.54,0.0,0.0
Syringa Networks,74,1,Betweenness,9477.14,38.28,0.001
Syringa Networks,74,1,HighDegree,9477.14,38.28,0.0
Syringa Networks,74,1,Random,6853.54,0.0,0.0
Syringa Networks,74,3,Greedy,1046.99,4.16,0.0
Syringa Networks,74,3,LocalSearch,1005.15,0.0,0.001
Syringa Networks,74,3,Betweenness,9334.03,828.62,0.001
Syringa Networks,74,3,HighDegree,1802.76,79.35,0.0
Syringa Networks,74,3,Random,1254.17,24.77,0.0
Syringa Networks,74,5,Greedy,645.83,29.09,0.0
Syringa Networks,74,5,LocalSearch,500.32,0.0,0.005
Syringa Networks,74,5,Betweenness,5596.86,1018.67,0.001
Syringa Networks,74,5,HighDegree,908.18,81.52,0.0
Syringa Networks,74,5,Random,707.37,41.38,0.0
Uninett,74,1,Greedy,9762.61,0.0,0.0
Uninett,74,1,LocalSearch,9762.61,0.0,0.0
Uninett,74,1,Betweenness,10385.92,6.38,0.014
Uninett,74,1,HighDegree,10385.92,6.38,0.0
Uninett,74,1,Random,9762.61,0.0,0.0
Uninett,74,3,Greedy,2037.48,60.49,0.0
Uninett,74,3,LocalSearch,1269.56,0.0,0.001
Uninett,74,3,Betweenness,6735.91,430.57,0.001
Uninett,74,3,HighDegree,6733.12,430.35,0.0
Uninett,74,3,Random,1272.97,0.27,0.0
Uninett,74,5,Greedy,626.35,162.25,0.0
Uninett,74,5,LocalSearch,238.84,0.0,0.004
Uninett,74,5,Betweenness,1467.0,514.22,0.001
Uninett,74,5,HighDegree,5124.78,2045.71,0.0
Uninett,74,5,Random,668.63,179.95,0.0
TW Telecom,76,1,Greedy,0.0,0.0,0.0
TW Telecom,76,1,LocalSearch,0.0,0.0,0.0
TW Telecom,76,1,Betweenness,27038.68,0.0,0.001
TW Telecom,76,1,HighDegree,27038.68,0.0,0.0
TW Telecom,76,1,Random,26490.74,0.0,0.0
TW Telecom,76,3,Greedy,0.0,0.0,0.0
TW Telecom,76,3,LocalSearch,0.0,0.0,0.0
TW Telecom,76,3,Betweenness,16434.64,0.0,0.002
TW Telecom,76,3,HighDegree,16434.64,0.0,0.0
TW Telecom,76,3,Random,0.0,0.0,0.0
TW Telecom,76,5,Greedy,0.0,0.0,0.0
TW Telecom,76,5,LocalSearch,0.0,0.0,0.001
TW Telecom,76,5,Betweenness,1818.11,0.0,0.001
TW Telecom,76,5,HighDegree,1698.43,0.0,0.0
TW Telecom,76,5,Random,0.0,0.0,0.0
ULAKNET,82,1,Greedy,2870.58,0.0,0.0
ULAKNET,82,1,LocalSearch,2870.58,0.0,0.0
ULAKNET,82,1,Betweenness,2870.58,0.0,0.001
ULAKNET,82,1,HighDegree,2870.58,0.0,0.0
ULAKNET,82,1,Random,2870.58,0.0,0.0
ULAKNET,82,3,Greedy,697.62,0.0,0.0
ULAKNET,82,3,LocalSearch,697.62,0.0,0.001
ULAKNET,82,3,Betweenness,697.62,0.0,0.0
ULAKNET,82,3,HighDegree,697.62,0.0,0.0
ULAKNET,82,3,Random,697.69,0.01,0.0
ULAKNET,82,5,Greedy,576.27,0.0,0.0
ULAKNET,82,5,LocalSearch,576.27,0.0,0.002
ULAKNET,82,5,Betweenness,697.62,21.06,0.003
ULAKNET,82,5,HighDegree,697.62,21.06,0.0
ULAKNET,82,5,Random,618.51,7.33,0.0
Bestel ,84,1,Greedy,13627.56,0.0,0.0
Bestel ,84,1,LocalSearch,13627.56,0.0,0.0
Bestel ,84,1,Betweenness,15107.3,10.86,0.001
Bestel ,84,1,HighDegree,14466.94,6.16,0.0
Bestel ,84,1,Random,13627.56,0.0,0.0
Bestel ,84,3,Greedy,3690.62,6.65,0.0
Bestel ,84,3,LocalSearch,3460.46,0.0,0.001
Bestel ,84,3,Betweenness,12879.58,272.19,0.001
Bestel ,84,3,HighDegree,11825.98,241.75,0.0
Bestel ,84,3,Random,3686.96,6.55,0.0
Bestel ,84,5,Greedy,672.67,0.0,0.0
Bestel ,84,5,LocalSearch,672.67,0.0,0.005
Bestel ,84,5,Betweenness,12434.45,1748.52,0.002
Bestel ,84,5,HighDegree,11083.87,1547.74,0.0
Bestel ,84,5,Random,2498.19,271.38,0.0
Viatel,88,1,Greedy,10596.89,0.0,0.0
Viatel,88,1,LocalSearch,10596.89,0.0,0.0
Viatel,88,1,Betweenness,10596.89,0.0,0.002
Viatel,88,1,HighDegree,10596.89,0.0,0.0
Viatel,88,1,Random,10627.34,0.29,0.0
Viatel,88,3,Greedy,2138.69,13.19,0.0
Viatel,88,3,LocalSearch,1889.45,0.0,0.001
Viatel,88,3,Betweenness,10298.97,445.08,0.001
Viatel,88,3,HighDegree,5355.02,183.42,0.0
Viatel,88,3,Random,2386.67,26.32,0.001
Viatel,88,5,Greedy,987.47,4.17,0.0
Viatel,88,5,LocalSearch,947.92,0.0,0.005
Viatel,88,5,Betweenness,9357.9,887.2,0.002
Viatel,88,5,HighDegree,3187.78,236.29,0.0
Viatel,88,5,Random,1321.9,39.45,0.0
Viatel,92,1,Greedy,12484.14,0.0,0.0
Viatel,92,1,LocalSearch,12484.14,0.0,0.0
Viatel,92,1,Betweenness,12521.78,0.3,0.002
Viatel,92,1,HighDegree,12521.78,0.3,0.0
Viatel,92,1,Random,12484.14,0.0,0.0
Viatel,92,3,Greedy,2520.64,33.64,0.0
Viatel,92,3,LocalSearch,1886.18,0.0,0.001
Viatel,92,3,Betweenness,12391.13,556.94,0.002
Viatel,92,3,HighDegree,6924.27,267.11,0.0
Viatel,92,3,Random,2250.99,19.34,0.0
Viatel,92,5,Greedy,1314.28,19.33,0.0
Viatel,92,5,LocalSearch,1101.38,0.0,0.009
Viatel,92,5,Betweenness,11853.37,976.22,0.002
Viatel,92,5,HighDegree,3878.95,252.19,0.0
Viatel,92,5,Random,1253.23,13.79,0.0
OTEGlobe ,93,1,Greedy,0.0,0.0,0.0
OTEGlobe ,93,1,LocalSearch,0.0,0.0,0.0
OTEGlobe ,93,1,Betweenness,13363.76,0.0,0.001
OTEGlobe ,93,1,HighDegree,36695.63,0.0,0.0
OTEGlobe ,93,1,Random,10885.53,0.0,0.001
OTEGlobe ,93,3,Greedy,0.0,0.0,0.0
OTEGlobe ,93,3,LocalSearch,0.0,0.0,0.001
OTEGlobe ,93,3,Betweenness,10804.05,0.0,0.001
OTEGlobe ,93,3,HighDegree,4056.56,0.0,0.0
OTEGlobe ,93,3,Random,0.0,0.0,0.0
OTEGlobe ,93,5,Greedy,0.0,0.0,0.0
OTEGlobe ,93,5,LocalSearch,0.0,0.0,0.001
OTEGlobe ,93,5,Betweenness,3457.77,0.0,0.002
OTEGlobe ,93,5,HighDegree,3083.94,0.0,0.0
OTEGlobe ,93,5,Random,0.0,0.0,0.0
Interroute ,110,1,Greedy,13321.7,0.0,0.0
Interroute ,110,1,LocalSearch,13321.7,0.0,0.001
Interroute ,110,1,Betweenness,21286.51,59.79,0.002
Interroute ,110,1,HighDegree,29673.73,122.75,0.0
Interroute ,110,1,Random,13321.7,0.0,0.001
Interroute ,110,3,Greedy,4238.2,0.0,0.0
Interroute ,110,3,LocalSearch,4238.2,0.0,0.001
Interroute ,110,3,Betweenness,9857.65,132.59,0.003
Interroute ,110,3,HighDegree,9762.81,130.35,0.0
Interroute ,110,3,Random,5158.52,21.71,0.0
Interroute ,110,5,Greedy,1178.3,0.0,0.0
Interroute ,110,5,LocalSearch,1178.3,0.0,0.005
Interroute ,110,5,Betweenness,9857.65,736.6,0.003
Interroute ,110,5,HighDegree,3802.54,222.71,0.0
Interroute ,110,5,Random,3825.17,224.63,0.0
ITC Deltacom ,113,1,Greedy,7061.99,0.0,0.0
ITC Deltacom ,113,1,LocalSearch,7061.99,0.0,0.0
ITC Deltacom ,113,1,Betweenness,7061.99,0.0,0.003
ITC Deltacom ,113,1,HighDegree,7061.99,0.0,0.0
ITC Deltacom ,113,1,Random,7061.99,0.0,0.0
ITC Deltacom ,113,3,Greedy,249.68,0.0,0.0
ITC Deltacom ,113,3,LocalSearch,249.68,0.0,0.001
ITC Deltacom ,113,3,Betweenness,6895.73,2661.87,0.002
ITC Deltacom ,113,3,HighDegree,6895.73,2661.87,0.0
ITC Deltacom ,113,3,Random,267.73,7.23,0.0
ITC Deltacom ,113,5,Greedy,41.49,0.0,0.0
ITC Deltacom ,113,5,LocalSearch,41.49,0.0,0.002
ITC Deltacom ,113,5,Betweenness,6895.73,16518.85,0.002
ITC Deltacom ,113,5,HighDegree,6895.73,16518.85,0.0
ITC Deltacom ,113,5,Random,239.92,478.21,0.001
ION,125,1,Greedy,12565.87,0.0,0.0
ION,125,1,LocalSearch,12565.87,0.0,0.001
ION,125,1,Betweenness,14561.46,15.88,0.001
ION,125,1,HighDegree,17521.04,39.43,0.0
ION,125,1,Random,12565.87,0.0,0.0
ION,125,3,Greedy,2270.92,0.0,0.0
ION,125,3,LocalSearch,2270.92,0.0,0.003
ION,125,3,Betweenness,4163.79,83.35,0.003
ION,125,3,HighDegree,5436.44,139.39,0.0
ION,125,3,Random,2802.42,23.4,0.0
ION,125,5,Greedy,1410.82,17.52,0.0
ION,125,5,LocalSearch,1200.51,0.0,0.006
ION,125,5,Betweenness,2976.32,147.92,0.003
ION,125,5,HighDegree,2193.64,82.73,0.0
ION,125,5,Random,1733.81,44.42,0.0
PERN,127,1,Greedy,17878.65,0.0,0.0
PERN,127,1,LocalSearch,17878.65,0.0,0.001
PERN,127,1,Betweenness,18262.59,2.15,0.002
PERN,127,1,HighDegree,69459.4,288.5,0.0
PERN,127,1,Random,18516.58,3.57,0.0
PERN,127,3,Greedy,1615.97,0.0,0.0
PERN,127,3,LocalSearch,1615.97,0.0,0.001
PERN,127,3,Betweenness,2963.41,83.38,0.013
PERN,127,3,HighDegree,1980.6,22.56,0.0
PERN,127,3,Random,1620.17,0.26,0.0
PERN,127,5,Greedy,418.36,0.0,0.002
PERN,127,5,LocalSearch,418.36,0.0,0.01
PERN,127,5,Betweenness,743.32,77.67,0.003
PERN,127,5,HighDegree,1329.39,217.76,0.0
PERN,127,5,Random,939.15,124.48,0.0
TATA,145,1,Greedy,48344.77,0.0,0.0
TATA,145,1,LocalSearch,48344.77,0.0,0.0
TATA,145,1,Betweenness,53310.72,10.27,0.006
TATA,145,1,HighDegree,61258.55,26.71,0.0
TATA,145,1,Random,49540.48,2.47,0.0
TATA,145,3,Greedy,4889.81,1.22,0.0
TATA,145,3,LocalSearch,4830.91,0.0,0.007
TATA,145,3,Betweenness,32453.49,571.79,0.007
TATA,145,3,HighDegree,4830.91,0.0,0.0
TATA,145,3,Random,5354.74,10.84,0.0
TATA,145,5,Greedy,2944.21,14.02,0.0
TATA,145,5,LocalSearch,2582.25,0.0,0.018
TATA,145,5,Betweenness,27095.99,949.32,0.004
TATA,145,5,HighDegree,3470.45,34.4,0.0
TATA,145,5,Random,3515.55,36.14,0.0
GTS CE,149,1,Greedy,18191.13,0.0,0.0
GTS CE,149,1,LocalSearch,18191.13,0.0,0.0
GTS CE,149,1,Betweenness,18191.13,0.0,0.005
GTS CE,149,1,HighDegree,18191.13,0.0,0.0
GTS CE,149,1,Random,18191.13,0.0,0.0
GTS CE,149,3,Greedy,5395.11,0.0,0.0
GTS CE,149,3,LocalSearch,5395.11,0.0,0.003
GTS CE,149,3,Betweenness,15110.13,180.07,0.005
GTS CE,149,3,HighDegree,7326.16,35.79,0.0
GTS CE,149,3,Random,5846.68,8.37,0.0
GTS CE,149,5,Greedy,2523.58,3.3,0.0
GTS CE,149,5,LocalSearch,2442.9,0.0,0.016
GTS CE,149,5,Betweenness,10933.69,347.57,0.005
GTS CE,149,5,HighDegree,7256.99,197.06,0.0
GTS CE,149,5,Random,3687.08,50.93,0.0
Colt Telecom ,153,1,Greedy,18198.66,0.0,0.0
Colt Telecom ,153,1,LocalSearch,18198.66,0.0,0.0
Colt Telecom ,153,1,Betweenness,21347.62,17.3,0.005
Colt Telecom ,153,1,HighDegree,29747.08,63.46,0.0
Colt Telecom ,153,1,Random,21090.89,15.89,0.0
Colt Telecom ,153,3,Greedy,6361.88,32.91,0.0
Colt Telecom ,153,3,LocalSearch,4786.59,0.0,0.005
Colt Telecom ,153,3,Betweenness,10670.28,122.92,0.006
Colt Telecom ,153,3,HighDegree,7590.88,58.59,0.0
Colt Telecom ,153,3,Random,5455.37,13.97,0.0
Colt Telecom ,153,5,Greedy,2921.08,17.89,0.0
Colt Telecom ,153,5,LocalSearch,2477.82,0.0,0.017
Colt Telecom ,153,5,Betweenness,8653.2,249.23,0.005
Colt Telecom ,153,5,HighDegree,4966.42,100.44,0.0
Colt Telecom ,153,5,Random,4009.42,61.81,0.0
US Carrier,158,1,Greedy,20491.99,0.0,0.0
US Carrier,158,1,LocalSearch,20491.99,0.0,0.0
US Carrier,158,1,Betweenness,20673.09,0.88,0.005
US Carrier,158,1,HighDegree,23882.55,16.55,0.0
US Carrier,158,1,Random,20491.99,0.0,0.0
US Carrier,158,3,Greedy,5873.74,46.0,0.0
US Carrier,158,3,LocalSearch,4023.1,0.0,0.004
US Carrier,158,3,Betweenness,16476.47,309.55,0.005
US Carrier,158,3,HighDegree,13515.0,235.94,0.0
US Carrier,158,3,Random,5806.42,44.33,0.0
US Carrier,158,5,Greedy,774.85,22.44,0.001
US Carrier,158,5,LocalSearch,632.82,0.0,0.024
US Carrier,158,5,Betweenness,16476.47,2503.66,0.005
US Carrier,158,5,HighDegree,10550.24,1567.18,0.0
US Carrier,158,5,Random,2697.13,326.21,0.0
Dial Telecom ,193,1,Greedy,0.0,0.0,0.0
Dial Telecom ,193,1,LocalSearch,0.0,0.0,0.0
Dial Telecom ,193,1,Betweenness,8797.68,0.0,0.004
Dial Telecom ,193,1,HighDegree,8614.65,0.0,0.0
Dial Telecom ,193,1,Random,0.0,0.0,0.001
Dial Telecom ,193,3,Greedy,0.0,0.0,0.001
Dial Telecom ,193,3,LocalSearch,0.0,0.0,0.002
Dial Telecom ,193,3,Betweenness,7172.85,0.0,0.004
Dial Telecom ,193,3,HighDegree,6171.26,0.0,0.0
Dial Telecom ,193,3,Random,0.0,0.0,0.0
Dial Telecom ,193,5,Greedy,0.0,0.0,0.0
Dial Telecom ,193,5,LocalSearch,0.0,0.0,0.005
Dial Telecom ,193,5,Betweenness,4683.96,0.0,0.004
Dial Telecom ,193,5,HighDegree,4134.64,0.0,0.0
Dial Telecom ,193,5,Random,0.0,0.0,0.0
Cogent ,197,1,Greedy,255987.84,0.0,0.0
Cogent ,197,1,LocalSearch,255987.84,0.0,0.0
Cogent ,197,1,Betweenness,263337.08,2.87,0.009
Cogent ,197,1,HighDegree,263337.08,2.87,0.0
Cogent ,197,1,Random,255987.84,0.0,0.0
Cogent ,197,3,Greedy,13035.37,37.49,0.001
Cogent ,197,3,LocalSearch,9480.82,0.0,0.005
Cogent ,197,3,Betweenness,15768.21,66.32,0.009
Cogent ,197,3,HighDegree,15842.92,67.11,0.0
Cogent ,197,3,Random,10453.64,10.26,0.0
Cogent ,197,5,Greedy,6762.46,25.71,0.0
Cogent ,197,5,LocalSearch,5379.38,0.0,0.028
Cogent ,197,5,Betweenness,12862.69,139.11,0.007
Cogent ,197,5,HighDegree,13120.43,143.9,0.0
Cogent ,197,5,Random,8128.49,51.1,0.0
Kentucky Datalink ,754,1,Greedy,77052.35,0.0,0.001
Kentucky Datalink ,754,1,LocalSearch,77052.35,0.0,0.005
Kentucky Datalink ,754,1,Betweenness,81053.0,5.19,0.15
Kentucky Datalink ,754,1,HighDegree,81053.0,5.19,0.0
Kentucky Datalink ,754,1,Random,91096.2,18.23,0.0
Kentucky Datalink ,754,3,Greedy,27996.31,42.68,0.003
Kentucky Datalink ,754,3,LocalSearch,19622.03,0.0,0.118
Kentucky Datalink ,754,3,Betweenness,62613.7,219.1,0.205
Kentucky Datalink ,754,3,HighDegree,68810.56,250.68,0.0
Kentucky Datalink ,754,3,Random,22104.92,12.65,0.0
Kentucky Datalink ,754,5,Greedy,14132.67,12.34,0.003
Kentucky Datalink ,754,5,LocalSearch,12579.94,0.0,0.42
Kentucky Datalink ,754,5,Betweenness,37543.9,198.44,0.592
Kentucky Datalink ,754,5,HighDegree,38536.07,206.33,0.0
Kentucky Datalink ,754,5,Random,15551.18,23.62,0.001
