topology,nodes,k,method,objective,pct_above_best,time_sec
FCCN,23,5,LocalSearch,82.84,0.0,0.0
FCCN,23,5,Betweenness,449.38,442.45,0.0
FCCN,23,5,HighDegree,448.92,441.9,0.0
FCCN,23,5,Random,118.56,43.12,0.0
GARR,23,1,Greedy,2079.12,0.0,0.0
GARR,23,1,LocalSearch,2079.12,0.0,0.0
GARR,23,1,Betweenness,2859.69,37.54,0.0
GARR,23,1,HighDegree,2859.69,37.54,0.0
GARR,23,1,Random,2079.12,0.0,0.0
GARR,23,3,Greedy,261.12,0.0,0.0
GARR,23,3,LocalSearch,261.12,0.0,0.001
GARR,23,3,Betweenness,261.12,0.0,0.0
GARR,23,3,HighDegree,261.12,0.0,0.0
GARR,23,3,Random,369.88,41.65,0.0
GARR,23,5,Greedy,132.1,0.0,0.0
GARR,23,5,LocalSearch,132.1,0.0,0.0
GARR,23,5,Betweenness,162.75,23.21,0.0
GARR,23,5,HighDegree,162.75,23.21,0.0
GARR,23,5,Random,152.35,15.34,0.0
GARR,23,1,Greedy,2283.14,0.0,0.0
GARR,23,1,LocalSearch,2283.14,0.0,0.0
GARR,23,1,Betweenness,3038.89,33.1,0.0
GARR,23,1,HighDegree,3038.89,33.1,0.0
GARR,23,1,Random,2283.14,0.0,0.0
GARR,23,3,Greedy,292.24,0.0,0.0
GARR,23,3,LocalSearch,292.24,0.0,0.0
GARR,23,3,Betweenness,292.24,0.0,0.0
GARR,23,3,HighDegree,292.24,0.0,0.0
GARR,23,3,Random,446.71,52.86,0.0
GARR,23,5,Greedy,146.9,0.0,0.0
GARR,23,5,LocalSearch,146.9,0.0,0.0
GARR,23,5,Betweenness,177.56,20.87,0.0
GARR,23,5,HighDegree,177.56,20.87,0.0
GARR,23,5,Random,166.06,13.04,0.0
iSTAR,23,1,Greedy,12857.67,0.0,0.0
iSTAR,23,1,LocalSearch,12857.67,0.0,0.0
iSTAR,23,1,Betweenness,12900.93,0.34,0.0
iSTAR,23,1,HighDegree,13306.66,3.49,0.0
iSTAR,23,1,Random,12857.67,0.0,0.0
iSTAR,23,3,Greedy,871.88,13.33,0.0
iSTAR,23,3,LocalSearch,769.32,0.0,0.0
iSTAR,23,3,Betweenness,1678.52,118.18,0.0
iSTAR,23,3,HighDegree,1433.87,86.38,0.0
iSTAR,23,3,Random,795.23,3.37,0.0
iSTAR,23,5,Greedy,326.07,0.0,0.0
iSTAR,23,5,LocalSearch,326.07,0.0,0.0
iSTAR,23,5,Betweenness,526.7,61.53,0.001
iSTAR,23,5,HighDegree,526.7,61.53,0.0
iSTAR,23,5,Random,329.47,1.04,0.0
KentMan,23,1,Greedy,0.0,0.0,0.0
KentMan,23,1,LocalSearch,0.0,0.0,0.0
KentMan,23,1,Betweenness,484.02,0.0,0.0
KentMan,23,1,HighDegree,484.02,0.0,0.0
KentMan,23,1,Random,306.61,0.0,0.0
KentMan,23,3,Greedy,0.0,0.0,0.0
KentMan,23,3,LocalSearch,0.0,0.0,0.0
KentMan,23,3,Betweenness,20.52,0.0,0.0
KentMan,23,3,HighDegree,20.52,0.0,0.0
KentMan,23,3,Random,20.18,0.0,0.0
KentMan,23,5,Greedy,0.0,0.0,0.0
KentMan,23,5,LocalSearch,0.0,0.0,0.0
KentMan,23,5,Betweenness,12.09,0.0,0.0
KentMan,23,5,HighDegree,17.25,0.0,0.0
KentMan,23,5,Random,0.0,0.0,0.0
YorkDataServices,23,1,Greedy,183.67,0.0,0.0
YorkDataServices,23,1,LocalSearch,183.67,0.0,0.0
YorkDataServices,23,1,Betweenness,183.67,0.0,0.0
YorkDataServices,23,1,HighDegree,183.67,0.0,0.0
YorkDataServices,23,1,Random,183.67,0.0,0.0
YorkDataServices,23,3,Greedy,0.0,0.0,0.0
YorkDataServices,23,3,LocalSearch,0.0,0.0,0.0
YorkDataServices,23,3,Betweenness,183.67,0.0,0.0
YorkDataServices,23,3,HighDegree,183.67,0.0,0.0
YorkDataServices,23,3,Random,54.6,0.0,0.0
YorkDataServices,23,5,Greedy,0.0,0.0,0.0
YorkDataServices,23,5,LocalSearch,0.0,0.0,0.0
YorkDataServices,23,5,Betweenness,183.67,0.0,0.0
YorkDataServices,23,5,HighDegree,183.67,0.0,0.0
YorkDataServices,23,5,Random,54.6,0.0,0.0
BT Europe,24,1,Greedy,3100.3,0.0,0.0
BT Europe,24,1,LocalSearch,3100.3,0.0,0.0
BT Europe,24,1,Betweenness,3100.3,0.0,0.0
BT Europe,24,1,HighDegree,3100.3,0.0,0.0
BT Europe,24,1,Random,3100.3,0.0,0.0
BT Europe,24,3,Greedy,247.13,0.0,0.0
BT Europe,24,3,LocalSearch,247.13,0.0,0.0
BT Europe,24,3,Betweenness,3100.3,1154.52,0.0
BT Europe,24,3,HighDegree,3100.3,1154.52,0.0
BT Europe,24,3,Random,247.13,0.0,0.0
BT Europe,24,5,Greedy,68.32,0.0,0.0
BT Europe,24,5,LocalSearch,68.32,0.0,0.0
BT Europe,24,5,Betweenness,414.17,506.21,0.0
BT Europe,24,5,HighDegree,414.17,506.21,0.0
BT Europe,24,5,Random,141.5,107.1,0.0
GARR,24,1,Greedy,2482.72,0.0,0.0
GARR,24,1,LocalSearch,2482.72,0.0,0.0
GARR,24,1,Betweenness,3421.59,37.82,0.0
GARR,24,1,HighDegree,3421.59,37.82,0.0
GARR,24,1,Random,2482.72,0.0,0.0
GARR,24,3,Greedy,315.32,5.02,0.0
GARR,24,3,LocalSearch,300.26,0.0,0.0
GARR,24,3,Betweenness,300.26,0.0,0.0
GARR,24,3,HighDegree,300.26,0.0,0.0
GARR,24,3,Random,301.67,0.47,0.0
GARR,24,5,Greedy,140.35,0.0,0.0
GARR,24,5,LocalSearch,140.35,0.0,0.0
GARR,24,5,Betweenness,154.03,9.75,0.0
GARR,24,5,HighDegree,154.03,9.75,0.0
GARR,24,5,Random,168.31,19.92,0.0
Hurricane Electric ,24,1,Greedy,24014.0,0.0,0.0
Hurricane Electric ,24,1,LocalSearch,24014.0,0.0,0.0
Hurricane Electric ,24,1,Betweenness,24014.0,0.0,0.0
Hurricane Electric ,24,1,HighDegree,24014.0,0.0,0.0
Hurricane Electric ,24,1,Random,24014.0,0.0,0.0
Hurricane Electric ,24,3,Greedy,9242.08,20.85,0.0
Hurricane Electric ,24,3,LocalSearch,7647.31,0.0,0.0
Hurricane Electric ,24,3,Betweenness,20337.82,165.95,0.0
Hurricane Electric ,24,3,HighDegree,20337.82,165.95,0.0
Hurricane Electric ,24,3,Random,9242.08,20.85,0.0
Hurricane Electric ,24,5,Greedy,580.81,0.0,0.0
Hurricane Electric ,24,5,LocalSearch,580.81,0.0,0.0
Hurricane Electric ,24,5,Betweenness,12940.41,2127.99,0.001
Hurricane Electric ,24,5,HighDegree,12940.41,2127.99,0.0
Hurricane Electric ,24,5,Random,6044.69,940.73,0.0
PsiNet,24,1,Greedy,15810.62,0.0,0.0
PsiNet,24,1,LocalSearch,15810.62,0.0,0.0
PsiNet,24,1,Betweenness,19781.78,25.12,0.0
PsiNet,24,1,HighDegree,22040.11,39.4,0.0
PsiNet,24,1,Random,15810.62,0.0,0.0
PsiNet,24,3,Greedy,2391.68,2.67,0.0
PsiNet,24,3,LocalSearch,2329.51,0.0,0.0
PsiNet,24,3,Betweenness,11677.77,401.3,0.0
PsiNet,24,3,HighDegree,4588.64,96.98,0.0
PsiNet,24,3,Random,2586.52,11.03,0.0
PsiNet,24,5,Greedy,567.03,13.87,0.0
PsiNet,24,5,LocalSearch,497.97,0.0,0.001
PsiNet,24,5,Betweenness,3615.35,626.02,0.0
PsiNet,24,5,HighDegree,3872.04,677.57,0.0
PsiNet,24,5,Random,592.01,18.89,0.0
Renater,24,1,Greedy,2041.91,0.0,0.0
Renater,24,1,LocalSearch,2041.91,0.0,0.0
Renater,24,1,Betweenness,2041.91,0.0,0.001
Renater,24,1,HighDegree,2041.91,0.0,0.0
Renater,24,1,Random,2041.91,0.0,0.0
Renater,24,3,Greedy,545.12,0.0,0.0
Renater,24,3,LocalSearch,545.12,0.0,0.0
Renater,24,3,Betweenness,723.83,32.78,0.0
Renater,24,3,HighDegree,645.27,18.37,0.0
Renater,24,3,Random,596.39,9.41,0.0
Renater,24,5,Greedy,201.84,0.0,0.0
Renater,24,5,LocalSearch,201.84,0.0,0.0
Renater,24,5,Betweenness,497.28,146.38,0.0
Renater,24,5,HighDegree,375.6,86.09,0.0
Renater,24,5,Random,271.38,34.45,0.0
Renater,24,1,Greedy,2677.42,0.0,0.0
Renater,24,1,LocalSearch,2677.42,0.0,0.0
Renater,24,1,Betweenness,2677.42,0.0,0.0
Renater,24,1,HighDegree,2677.42,0.0,0.0
Renater,24,1,Random,2677.42,0.0,0.0
Renater,24,3,Greedy,371.65,4.34,0.0
Renater,24,3,LocalSearch,356.19,0.0,0.0
Renater,24,3,Betweenness,378.46,6.25,0.001
Renater,24,3,HighDegree,645.37,81.19,0.0
Renater,24,3,Random,449.07,26.07,0.0
Renater,24,5,Greedy,152.19,11.3,0.0
Renater,24,5,LocalSearch,136.73,0.0,0.0
Renater,24,5,Betweenness,164.59,20.38,0.0
Renater,24,5,HighDegree,302.01,120.88,0.0
Renater,24,5,Random,187.21,36.92,0.0
URAN,24,1,Greedy,2298.5,0.0,0.0
URAN,24,1,LocalSearch,2298.5,0.0,0.0
URAN,24,1,Betweenness,2298.5,0.0,0.0
URAN,24,1,HighDegree,2298.5,0.0,0.0
URAN,24,1,Random,2298.5,0.0,0.0
URAN,24,3,Greedy,549.54,9.49,0.0
URAN,24,3,LocalSearch,501.92,0.0,0.0
URAN,24,3,Betweenness,1338.45,166.66,0.0
URAN,24,3,HighDegree,549.54,9.49,0.0
URAN,24,3,Random,705.98,40.65,0.0
URAN,24,5,Greedy,152.73,0.0,0.0
URAN,24,5,LocalSearch,152.73,0.0,0.0
URAN,24,5,Betweenness,540.76,254.06,0.0
URAN,24,5,HighDegree,216.62,41.83,0.0
URAN,24,5,Random,214.91,40.71,0.0
Vision Net,24,1,Greedy,2914.3,0.0,0.0
Vision Net,24,1,LocalSearch,2914.3,0.0,0.0
Vision Net,24,1,Betweenness,2914.3,0.0,0.001
Vision Net,24,1,HighDegree,3281.96,12.62,0.0
Vision Net,24,1,Random,2914.3,0.0,0.0
Vision Net,24,3,Greedy,925.42,96.89,0.0
Vision Net,24,3,LocalSearch,470.03,0.0,0.0
Vision Net,24,3,Betweenness,2027.93,331.45,0.0
Vision Net,24,3,HighDegree,2032.84,332.5,0.0
Vision Net,24,3,Random,592.76,26.11,0.0
Vision Net,24,5,Greedy,79.07,0.0,0.0
Vision Net,24,5,LocalSearch,79.07,0.0,0.0
Vision Net,24,5,Betweenness,1670.6,2012.74,0.0
Vision Net,24,5,HighDegree,769.08,872.62,0.0
Vision Net,24,5,Random,199.14,151.84,0.0
Xeex,24,1,Greedy,6361.8,0.0,0.0
Xeex,24,1,LocalSearch,6361.8,0.0,0.0
Xeex,24,1,Betweenness,6361.8,0.0,0.0
Xeex,24,1,HighDegree,6361.8,0.0,0.0
Xeex,24,1,Random,6361.8,0.0,0.0
Xeex,24,3,Greedy,1797.01,50.14,0.0
Xeex,24,3,LocalSearch,1196.9,0.0,0.001
Xeex,24,3,Betweenness,3789.71,216.63,0.0
Xeex,24,3,HighDegree,3578.15,198.95,0.0
Xeex,24,3,Random,2180.75,82.2,0.0
Xeex,24,5,Greedy,229.04,0.0,0.0
Xeex,24,5,LocalSearch,229.04,0.0,0.0
Xeex,24,5,Betweenness,3515.62,1434.91,0.0
Xeex,24,5,HighDegree,3016.57,1217.03,0.0
Xeex,24,5,Random,341.26,48.99,0.0
AGIS,25,1,Greedy,17454.55,0.0,0.0
AGIS,25,1,LocalSearch,17454.55,0.0,0.0
AGIS,25,1,Betweenness,19207.97,10.05,0.0
AGIS,25,1,HighDegree,19207.97,10.05,0.0
AGIS,25,1,Random,18805.45,7.74,0.0
AGIS,25,3,Greedy,2391.93,100.51,0.0
AGIS,25,3,LocalSearch,1192.91,0.0,0.0
AGIS,25,3,Betweenness,5154.19,332.07,0.0
AGIS,25,3,HighDegree,5008.45,319.85,0.0
AGIS,25,3,Random,1446.29,21.24,0.0
AGIS,25,5,Greedy,690.48,34.81,0.0
AGIS,25,5,LocalSearch,512.2,0.0,0.0
AGIS,25,5,Betweenness,784.33,53.13,0.0
AGIS,25,5,HighDegree,904.16,76.53,0.0
AGIS,25,5,Random,871.79,70.21,0.0
AMRES,25,1,Greedy,1053.05,0.0,0.0
AMRES,25,1,LocalSearch,1053.05,0.0,0.0
AMRES,25,1,Betweenness,1107.06,5.13,0.0
AMRES,25,1,HighDegree,1107.06,5.13,0.0
AMRES,25,1,Random,1107.06,5.13,0.0
AMRES,25,3,Greedy,214.23,28.98,0.0
AMRES,25,3,LocalSearch,166.09,0.0,0.0
AMRES,25,3,Betweenness,325.19,95.79,0.001
AMRES,25,3,HighDegree,193.58,16.55,0.0
AMRES,25,3,Random,199.81,20.3,0.0
AMRES,25,5,Greedy,113.09,22.07,0.0
AMRES,25,5,LocalSearch,92.64,0.0,0.001
AMRES,25,5,Betweenness,254.12,174.31,0.0
AMRES,25,5,HighDegree,153.05,65.21,0.0
AMRES,25,5,Random,103.05,11.24,0.0
ARPANET,25,1,Greedy,26131.29,0.0,0.0
ARPANET,25,1,LocalSearch,26131.29,0.0,0.0
ARPANET,25,1,Betweenness,27063.28,3.57,0.0
ARPANET,25,1,HighDegree,37721.15,44.35,0.0
ARPANET,25,1,Random,26180.82,0.19,0.0
ARPANET,25,3,Greedy,821.34,50.32,0.0
ARPANET,25,3,LocalSearch,546.41,0.0,0.0
ARPANET,25,3,Betweenness,831.25,52.13,0.0
ARPANET,25,3,HighDegree,546.41,0.0,0.0
ARPANET,25,3,Random,747.96,36.89,0.0
ARPANET,25,5,Greedy,243.47,36.38,0.0
ARPANET,25,5,LocalSearch,178.53,0.0,0.0
ARPANET,25,5,Betweenness,647.03,262.43,0.0
ARPANET,25,5,HighDegree,546.41,206.07,0.0
ARPANET,25,5,Random,330.14,84.93,0.0
ATT North America,25,1,Greedy,9030.26,0.0,0.0
ATT North America,25,1,LocalSearch,9030.26,0.0,0.0
ATT North America,25,1,Betweenness,10230.85,13.3,0.0
ATT North America,25,1,HighDegree,10230.85,13.3,0.0
ATT North America,25,1,Random,9030.26,0.0,0.0
ATT North America,25,3,Greedy,1117.77,2.68,0.0
ATT North America,25,3,LocalSearch,1088.63,0.0,0.0
ATT North America,25,3,Betweenness,1131.64,3.95,0.001
ATT North America,25,3,HighDegree,1131.64,3.95,0.0
ATT North America,25,3,Random,1183.42,8.71,0.0
ATT North America,25,5,Greedy,536.78,6.79,0.0
ATT North America,25,5,LocalSearch,502.68,0.0,0.001
ATT North America,25,5,Betweenness,784.7,56.1,0.0
ATT North America,25,5,HighDegree,783.77,55.92,0.0
ATT North America,25,5,Random,708.9,41.03,0.0
KAREN,25,1,Greedy,2785.81,0.0,0.0
KAREN,25,1,LocalSearch,2785.81,0.0,0.0
KAREN,25,1,Betweenness,2785.81,0.0,0.001
KAREN,25,1,HighDegree,4346.48,56.02,0.0
KAREN,25,1,Random,2785.81,0.0,0.0
KAREN,25,3,Greedy,269.68,0.0,0.0
KAREN,25,3,LocalSearch,269.68,0.0,0.001
KAREN,25,3,Betweenness,1230.03,356.1,0.0
KAREN,25,3,HighDegree,1230.03,356.1,0.0
KAREN,25,3,Random,269.68,0.0,0.0
KAREN,25,5,Greedy,156.75,0.0,0.0
KAREN,25,5,LocalSearch,156.75,0.0,0.002
KAREN,25,5,Betweenness,228.29,45.64,0.0
KAREN,25,5,HighDegree,191.6,22.23,0.0
KAREN,25,5,Random,191.6,22.23,0.0
Uni-C,25,1,Greedy,1387.94,0.0,0.0
Uni-C,25,1,LocalSearch,1387.94,0.0,0.0
Uni-C,25,1,Betweenness,1579.81,13.82,0.0
Uni-C,25,1,HighDegree,2215.12,59.6,0.0
Uni-C,25,1,Random,1387.94,0.0,0.0
Uni-C,25,3,Greedy,154.06,25.48,0.0
Uni-C,25,3,LocalSearch,122.78,0.0,0.002
Uni-C,25,3,Betweenness,779.9,535.21,0.0
Uni-C,25,3,HighDegree,152.86,24.5,0.0
Uni-C,25,3,Random,166.18,35.35,0.0
Uni-C,25,5,Greedy,66.62,3.72,0.0
Uni-C,25,5,LocalSearch,64.23,0.0,0.0
Uni-C,25,5,Betweenness,158.59,146.91,0.001
Uni-C,25,5,HighDegree,124.19,93.36,0.0
Uni-C,25,5,Random,83.71,30.34,0.0
VinaREN,25,1,Greedy,13108.33,0.0,0.0
VinaREN,25,1,LocalSearch,13108.33,0.0,0.0
VinaREN,25,1,Betweenness,13108.33,0.0,0.0
VinaREN,25,1,HighDegree,29970.25,128.64,0.0
VinaREN,25,1,Random,13108.33,0.0,0.0
VinaREN,25,3,Greedy,2483.42,7.27,0.0
VinaREN,25,3,LocalSearch,2315.16,0.0,0.0
VinaREN,25,3,Betweenness,4990.22,115.55,0.0
VinaREN,25,3,HighDegree,4342.3,87.56,0.0
VinaREN,25,3,Random,2543.59,9.87,0.0
VinaREN,25,5,Greedy,1198.99,5.04,0.0
VinaREN,25,5,LocalSearch,1141.42,0.0,0.0
VinaREN,25,5,Betweenness,4264.87,273.64,0.0
VinaREN,25,5,HighDegree,1758.07,54.02,0.0
VinaREN,25,5,Random,1355.71,18.77,0.0
FUNET,26,1,Greedy,2701.38,0.0,0.0
FUNET,26,1,LocalSearch,2701.38,0.0,0.0
FUNET,26,1,Betweenness,3700.17,36.97,0.0
FUNET,26,1,HighDegree,2701.38,0.0,0.0
FUNET,26,1,Random,2701.38,0.0,0.0
FUNET,26,3,Greedy,58.3,0.0,0.0
FUNET,26,3,LocalSearch,58.3,0.0,0.0
FUNET,26,3,Betweenness,158.85,172.45,0.0
FUNET,26,3,HighDegree,2701.38,4533.28,0.0
FUNET,26,3,Random,58.3,0.0,0.0
FUNET,26,5,Greedy,0.0,0.0,0.0
FUNET,26,5,LocalSearch,0.0,0.0,0.0
FUNET,26,5,Betweenness,158.85,0.0,0.0
FUNET,26,5,HighDegree,217.15,0.0,0.0
FUNET,26,5,Random,0.0,0.0,0.0
KentMan,26,1,Greedy,341.02,0.0,0.0
KentMan,26,1,LocalSearch,341.02,0.0,0.0
KentMan,26,1,Betweenness,566.86,66.22,0.001
KentMan,26,1,HighDegree,352.5,3.37,0.0
KentMan,26,1,Random,341.02,0.0,0.0
KentMan,26,3,Greedy,39.25,98.17,0.0
KentMan,26,3,LocalSearch,19.81,0.0,0.0
KentMan,26,3,Betweenness,20.01,1.02,0.0
KentMan,26,3,HighDegree,20.01,1.02,0.0
KentMan,26,3,Random,20.02,1.05,0.0
KentMan,26,5,Greedy,12.21,26.79,0.0
KentMan,26,5,LocalSearch,9.63,0.0,0.0
KentMan,26,5,Betweenness,16.78,74.18,0.0
KentMan,26,5,HighDegree,16.78,74.18,0.0
KentMan,26,5,Random,13.89,44.26,0.0
OPTOSUNET,26,1,Greedy,2998.76,0.0,0.0
OPTOSUNET,26,1,LocalSearch,2998.76,0.0,0.0
OPTOSUNET,26,1,Betweenness,3672.13,22.46,0.0
OPTOSUNET,26,1,HighDegree,2998.76,0.0,0.0
OPTOSUNET,26,1,Random,2998.76,0.0,0.0
OPTOSUNET,26,3,Greedy,826.99,61.27,0.0
OPTOSUNET,26,3,LocalSearch,512.8,0.0,0.0
OPTOSUNET,26,3,Betweenness,1644.89,220.77,0.0
OPTOSUNET,26,3,HighDegree,1485.74,189.73,0.0
OPTOSUNET,26,3,Random,701.98,36.89,0.0
OPTOSUNET,26,5,Greedy,218.55,19.91,0.0
OPTOSUNET,26,5,LocalSearch,182.26,0.0,0.0
OPTOSUNET,26,5,Betweenness,1163.75,538.5,0.0
OPTOSUNET,26,5,HighDegree,1475.56,709.57,0.0
OPTOSUNET,26,5,Random,231.11,26.8,0.0
BBNplanet,27,1,Greedy,19182.66,0.0,0.0
BBNplanet,27,1,LocalSearch,19182.66,0.0,0.0
BBNplanet,27,1,Betweenness,19182.66,0.0,0.0
BBNplanet,27,1,HighDegree,19741.37,2.91,0.0
BBNplanet,27,1,Random,19182.66,0.0,0.0
BBNplanet,27,3,Greedy,2313.51,16.14,0.0
BBNplanet,27,3,LocalSearch,1992.01,0.0,0.0
BBNplanet,27,3,Betweenness,3139.68,57.61,0.0
BBNplanet,27,3,HighDegree,16202.27,713.36,0.0
BBNplanet,27,3,Random,2578.27,29.43,0.0
BBNplanet,27,5,Greedy,1037.82,18.3,0.0
BBNplanet,27,5,LocalSearch,877.31,0.0,0.001
BBNplanet,27,5,Betweenness,2521.56,187.42,0.0
BBNplanet,27,5,HighDegree,6126.95,598.38,0.0
BBNplanet,27,5,Random,1056.32,20.4,0.0
GARR,27,1,Greedy,2699.62,0.0,0.0
GARR,27,1,LocalSearch,2699.62,0.0,0.001
GARR,27,1,Betweenness,4054.86,50.2,0.0
GARR,27,1,HighDegree,4054.86,50.2,0.0
GARR,27,1,Random,2699.62,0.0,0.0
GARR,27,3,Greedy,361.05,15.41,0.0
GARR,27,3,LocalSearch,312.83,0.0,0.0
GARR,27,3,Betweenness,312.83,0.0,0.0
GARR,27,3,HighDegree,312.83,0.0,0.0
GARR,27,3,Random,355.01,13.48,0.0
GARR,27,5,Greedy,146.4,0.0,0.0
GARR,27,5,LocalSearch,146.4,0.0,0.0
GARR,27,5,Betweenness,147.91,1.03,0.0
GARR,27,5,HighDegree,147.91,1.03,0.0
GARR,27,5,Random,171.53,17.16,0.0
GEANT,27,1,Greedy,6855.78,0.0,0.0
GEANT,27,1,LocalSearch,6855.78,0.0,0.0
GEANT,27,1,Betweenness,6917.86,0.91,0.0
GEANT,27,1,HighDegree,6917.86,0.91,0.0
GEANT,27,1,Random,6855.78,0.0,0.0
GEANT,27,3,Greedy,2580.73,2.22,0.0
GEANT,27,3,LocalSearch,2524.72,0.0,0.0
GEANT,27,3,Betweenness,5332.9,111.23,0.0
GEANT,27,3,HighDegree,5335.69,111.34,0.0
GEANT,27,3,Random,3012.22,19.31,0.0
GEANT,27,5,Greedy,368.04,0.0,0.0
GEANT,27,5,LocalSearch,368.04,0.0,0.0
GEANT,27,5,Betweenness,4240.89,1052.29,0.0
GEANT,27,5,HighDegree,4240.89,1052.29,0.0
GEANT,27,5,Random,1368.35,271.79,0.0
Integra Telecom ,27,1,Greedy,5315.56,0.0,0.0
Integra Telecom ,27,1,LocalSearch,5315.56,0.0,0.0
Integra Telecom ,27,1,Betweenness,5831.91,9.71,0.0
Integra Telecom ,27,1,HighDegree,5831.91,9.71,0.0
Integra Telecom ,27,1,Random,5315.56,0.0,0.0
Integra Telecom ,27,3,Greedy,0.0,0.0,0.0
Integra Telecom ,27,3,LocalSearch,0.0,0.0,0.002
Integra Telecom ,27,3,Betweenness,5831.91,0.0,0.0
Integra Telecom ,27,3,HighDegree,41.33,0.0,0.0
Integra Telecom ,27,3,Random,0.0,0.0,0.0
Integra Telecom ,27,5,Greedy,0.0,0.0,0.0
Integra Telecom ,27,5,LocalSearch,0.0,0.0,0.001
Integra Telecom ,27,5,Betweenness,41.33,0.0,0.0
Integra Telecom ,27,5,HighDegree,41.33,0.0,0.0
Integra Telecom ,27,5,Random,0.0,0.0,0.0
Darkstrand ,28,1,Greedy,15871.38,0.0,0.0
Darkstrand ,28,1,LocalSearch,15871.38,0.0,0.0
Darkstrand ,28,1,Betweenness,16064.1,1.21,0.0
Darkstrand ,28,1,HighDegree,16064.1,1.21,0.0
Darkstrand ,28,1,Random,16220.63,2.2,0.0
Darkstrand ,28,3,Greedy,3304.97,76.35,0.0
Darkstrand ,28,3,LocalSearch,1874.11,0.0,0.0
Darkstrand ,28,3,Betweenness,7523.05,301.42,0.001
Darkstrand ,28,3,HighDegree,4593.81,145.12,0.0
Darkstrand ,28,3,Random,2035.32,8.6,0.0
Darkstrand ,28,5,Greedy,1219.46,121.24,0.0
Darkstrand ,28,5,LocalSearch,551.19,0.0,0.0
Darkstrand ,28,5,Betweenness,1828.49,231.73,0.001
Darkstrand ,28,5,HighDegree,3064.9,456.05,0.0
Darkstrand ,28,5,Random,794.69,44.18,0.0
Gambia,28,1,Greedy,243.06,0.0,0.0
Gambia,28,1,LocalSearch,243.06,0.0,0.0
Gambia,28,1,Betweenness,243.06,0.0,0.0
Gambia,28,1,HighDegree,243.06,0.0,0.0
Gambia,28,1,Random,243.06,0.0,0.0
Gambia,28,3,Greedy,107.28,0.0,0.0
Gambia,28,3,LocalSearch,107.28,0.0,0.001
Gambia,28,3,Betweenness,218.46,103.63,0.0
Gambia,28,3,HighDegree,218.46,103.63,0.0
Gambia,28,3,Random,148.72,38.63,0.0
Gambia,28,5,Greedy,73.98,1.66,0.0
Gambia,28,5,LocalSearch,72.78,0.0,0.001
Gambia,28,5,Betweenness,157.21,116.01,0.0
Gambia,28,5,HighDegree,149.72,105.73,0.0
Gambia,28,5,Random,76.51,5.13,0.0
KentMan,28,1,Greedy,0.0,0.0,0.0
KentMan,28,1,LocalSearch,0.0,0.0,0.0
KentMan,28,1,Betweenness,417.54,0.0,0.001
KentMan,28,1,HighDegree,417.54,0.0,0.0
KentMan,28,1,Random,319.85,0.0,0.0
KentMan,28,3,Greedy,0.0,0.0,0.0
KentMan,28,3,LocalSearch,0.0,0.0,0.0
KentMan,28,3,Betweenness,101.9,0.0,0.0
KentMan,28,3,HighDegree,101.9,0.0,0.0
KentMan,28,3,Random,0.0,0.0,0.0
KentMan,28,5,Greedy,0.0,0.0,0.0
KentMan,28,5,LocalSearch,0.0,0.0,0.0
KentMan,28,5,Betweenness,19.66,0.0,0.0
KentMan,28,5,HighDegree,90.09,0.0,0.0
KentMan,28,5,Random,0.0,0.0,0.0
Shentel ,28,1,Greedy,1351.6,0.0,0.0
Shentel ,28,1,LocalSearch,1351.6,0.0,0.0
Shentel ,28,1,Betweenness,1351.6,0.0,0.0
Shentel ,28,1,HighDegree,1351.6,0.0,0.0
Shentel ,28,1,Random,1351.6,0.0,0.0
Shentel ,28,3,Greedy,0.0,0.0,0.0
Shentel ,28,3,LocalSearch,0.0,0.0,0.0
Shentel ,28,3,Betweenness,1351.6,0.0,0.0
Shentel ,28,3,HighDegree,1351.6,0.0,0.0
Shentel ,28,3,Random,23.2,0.0,0.0
Shentel ,28,5,Greedy,0.0,0.0,0.0
Shentel ,28,5,LocalSearch,0.0,0.0,0.0
Shentel ,28,5,Betweenness,1351.6,0.0,0.0
Shentel ,28,5,HighDegree,1351.6,0.0,0.0
Shentel ,28,5,Random,0.0,0.0,0.0
ARPANET,29,1,Greedy,25613.91,0.0,0.0
ARPANET,29,1,LocalSearch,25613.91,0.0,0.0
ARPANET,29,1,Betweenness,25613.91,0.0,0.0
ARPANET,29,1,HighDegree,25639.51,0.1,0.0
ARPANET,29,1,Random,25613.91,0.0,0.0
ARPANET,29,3,Greedy,1102.55,0.0,0.0
ARPANET,29,3,LocalSearch,1102.55,0.0,0.0
ARPANET,29,3,Betweenness,1398.97,26.89,0.0
ARPANET,29,3,HighDegree,1159.41,5.16,0.0
ARPANET,29,3,Random,1148.16,4.14,0.0
ARPANET,29,5,Greedy,610.53,0.0,0.0
ARPANET,29,5,LocalSearch,610.53,0.0,0.0
ARPANET,29,5,Betweenness,1159.41,89.9,0.0
ARPANET,29,5,HighDegree,930.86,52.47,0.0
ARPANET,29,5,Random,683.87,12.01,0.0
BizNetworks,29,1,Greedy,2409.33,0.0,0.0
BizNetworks,29,1,LocalSearch,2409.33,0.0,0.0
BizNetworks,29,1,Betweenness,2740.72,13.75,0.002
BizNetworks,29,1,HighDegree,2740.72,13.75,0.0
BizNetworks,29,1,Random,2409.33,0.0,0.0
BizNetworks,29,3,Greedy,448.74,0.0,0.0
